timestamp,total_electricity_kwh,solar_generation_kwh,water_consumption_l,co2_emissions_kg,co2_saved_kg,temperature,is_weekend,sustainability_score
2025-12-05 01:32:27.475937,31.88,0.0,525,26.14,0.0,30.3,0,41.9
2025-12-05 02:32:27.475937,32.71,0.0,462,26.83,0.0,29.8,0,41.5
2025-12-05 03:32:27.475937,30.84,0.0,530,25.29,0.0,29.7,0,44.4
2025-12-05 04:32:27.475937,34.61,0.0,629,28.38,0.0,31.5,0,38.8
2025-12-05 05:32:27.475937,33.68,0.0,633,27.62,0.0,31.8,0,42.0
2025-12-05 06:32:27.475937,39.56,0.0,467,32.44,0.0,34.0,0,40.0
2025-12-05 07:32:27.475937,39.39,0.0,629,32.3,0.0,34.5,0,38.1
2025-12-05 08:32:27.475937,131.94,2.35,3015,108.19,1.93,37.1,0,17.0
2025-12-05 09:32:27.475937,133.09,5.03,2989,109.13,4.12,38.1,0,22.4
2025-12-05 10:32:27.475937,134.94,5.98,3628,110.65,4.9,38.5,0,19.8
2025-12-05 11:32:27.475937,133.29,9.69,3288,109.3,7.95,37.3,0,20.3
2025-12-05 12:32:27.475937,134.54,7.62,3620,110.32,6.25,38.7,0,20.4
2025-12-05 13:32:27.475937,130.66,9.11,2776,107.14,7.47,36.8,0,22.4
2025-12-05 14:32:27.475937,134.34,6.86,2894,110.16,5.63,37.6,0,20.6
2025-12-05 15:32:27.475937,132.4,5.17,3097,108.57,4.24,36.9,0,17.7
2025-12-05 16:32:27.475937,130.19,2.57,3165,106.75,2.11,35.2,0,21.9
2025-12-05 17:32:27.475937,127.44,0.0,3383,104.5,0.0,34.0,0,22.8
2025-12-05 18:32:27.475937,130.79,0.0,3326,107.25,0.0,35.7,0,16.4
2025-12-05 19:32:27.475937,34.05,0.0,514,27.92,0.0,30.8,0,41.3
2025-12-05 20:32:27.475937,34.85,0.0,599,28.58,0.0,31.8,0,36.4
2025-12-05 21:32:27.475937,32.37,0.0,509,26.54,0.0,29.6,0,42.7
2025-12-05 22:32:27.475937,30.84,0.0,435,25.28,0.0,29.6,0,44.7
2025-12-05 23:32:27.475937,32.36,0.0,492,26.54,0.0,29.7,0,44.7
2025-12-06 00:32:27.475937,30.54,0.0,836,25.04,0.0,30.2,1,43.0
2025-12-06 01:32:27.475937,30.81,0.0,750,25.27,0.0,30.6,1,36.4
2025-12-06 02:32:27.475937,29.58,0.0,712,24.25,0.0,30.7,1,44.0
2025-12-06 03:32:27.475937,31.79,0.0,836,26.07,0.0,30.8,1,46.4
2025-12-06 04:32:27.475937,32.02,0.0,787,26.25,0.0,31.2,1,46.8
2025-12-06 05:32:27.475937,34.85,0.0,897,28.58,0.0,33.7,1,38.9
2025-12-06 06:32:27.475937,36.51,0.0,512,29.94,0.0,34.0,1,42.2
2025-12-06 07:32:27.475937,35.69,0.0,880,29.27,0.0,34.3,1,39.2
2025-12-06 08:32:27.475937,40.95,2.55,886,33.58,2.09,37.6,1,46.5
2025-12-06 09:32:27.475937,38.51,4.95,744,31.58,4.06,36.4,1,51.2
2025-12-06 10:32:27.475937,41.5,7.68,716,34.03,6.3,37.4,1,59.4
2025-12-06 11:32:27.475937,43.21,8.22,650,35.43,6.74,38.8,1,59.5
2025-12-06 12:32:27.475937,42.17,10.36,834,34.58,8.5,38.4,1,61.7
2025-12-06 13:32:27.475937,44.4,7.83,804,36.41,6.42,40.2,1,57.9
2025-12-06 14:32:27.475937,41.51,8.46,746,34.04,6.94,38.4,1,62.8
2025-12-06 15:32:27.475937,41.9,4.58,811,34.36,3.76,37.3,1,54.0
2025-12-06 16:32:27.475937,38.67,2.49,812,31.71,2.04,35.9,1,41.8
2025-12-06 17:32:27.475937,41.06,0.0,792,33.67,0.0,37.1,1,33.5
2025-12-06 18:32:27.475937,35.51,0.0,754,29.12,0.0,33.1,1,40.5
2025-12-06 19:32:27.475937,35.28,0.0,754,28.93,0.0,32.2,1,40.4
2025-12-06 20:32:27.475937,29.88,0.0,748,24.5,0.0,30.0,1,42.4
2025-12-06 21:32:27.475937,30.76,0.0,781,25.22,0.0,30.8,1,45.1
2025-12-06 22:32:27.475937,31.85,0.0,981,26.12,0.0,30.7,1,42.2
2025-12-06 23:32:27.475937,30.86,0.0,626,25.31,0.0,29.7,1,43.1
2025-12-07 00:32:27.475937,30.51,0.0,726,25.02,0.0,30.2,1,40.8
2025-12-07 01:32:27.475937,32.8,0.0,818,26.9,0.0,31.5,1,43.8
2025-12-07 02:32:27.475937,28.91,0.0,700,23.7,0.0,29.0,1,44.8
2025-12-07 03:32:27.475937,29.54,0.0,809,24.22,0.0,28.8,1,41.4
2025-12-07 04:32:27.475937,30.22,0.0,882,24.78,0.0,30.1,1,41.3
2025-12-07 05:32:27.475937,35.21,0.0,753,28.87,0.0,33.6,1,44.4
2025-12-07 06:32:27.475937,33.48,0.0,811,27.45,0.0,32.3,1,39.4
2025-12-07 07:32:27.475937,36.86,0.0,726,30.22,0.0,34.6,1,42.6
2025-12-07 08:32:27.475937,38.0,2.95,780,31.16,2.42,35.2,1,46.4
2025-12-07 09:32:27.475937,43.83,4.38,609,35.94,3.59,39.3,1,50.0
2025-12-07 10:32:27.475937,42.63,8.16,687,34.95,6.69,39.3,1,58.0
2025-12-07 11:32:27.475937,42.53,9.57,419,34.88,7.85,39.3,1,64.5
2025-12-07 12:32:27.475937,43.92,7.64,754,36.02,6.26,38.5,1,61.6
2025-12-07 13:32:27.475937,41.53,7.03,802,34.05,5.76,37.5,1,53.9
2025-12-07 14:32:27.475937,41.96,6.58,801,34.41,5.4,38.0,1,55.7
2025-12-07 15:32:27.475937,44.66,6.15,755,36.62,5.04,40.3,1,53.5
2025-12-07 16:32:27.475937,39.22,2.3,860,32.16,1.89,35.3,1,49.8
2025-12-07 17:32:27.475937,37.38,0.0,855,30.65,0.0,35.0,1,39.1
2025-12-07 18:32:27.475937,35.35,0.0,805,28.99,0.0,34.1,1,39.2
2025-12-07 19:32:27.475937,29.55,0.0,715,24.23,0.0,30.7,1,44.2
2025-12-07 20:32:27.475937,31.27,0.0,656,25.64,0.0,30.8,1,40.5
2025-12-07 21:32:27.475937,32.26,0.0,704,26.45,0.0,31.3,1,42.8
2025-12-07 22:32:27.475937,29.97,0.0,753,24.58,0.0,30.0,1,44.6
2025-12-07 23:32:27.475937,29.62,0.0,815,24.29,0.0,29.5,1,49.6
2025-12-08 00:32:27.475937,31.71,0.0,503,26.0,0.0,29.3,0,41.6
2025-12-08 01:32:27.475937,31.95,0.0,471,26.2,0.0,29.4,0,44.7
2025-12-08 02:32:27.475937,31.98,0.0,562,26.22,0.0,30.0,0,43.5
2025-12-08 03:32:27.475937,29.65,0.0,392,24.32,0.0,28.9,0,43.0
2025-12-08 04:32:27.475937,35.37,0.0,554,29.0,0.0,32.0,0,36.6
2025-12-08 05:32:27.475937,36.14,0.0,639,29.63,0.0,31.6,0,39.0
2025-12-08 06:32:27.475937,40.27,0.0,427,33.02,0.0,35.2,0,45.2
2025-12-08 07:32:27.475937,40.2,0.0,432,32.96,0.0,34.8,0,37.0
2025-12-08 08:32:27.475937,132.73,2.74,3054,108.84,2.25,37.2,0,25.1
2025-12-08 09:32:27.475937,131.25,6.1,3000,107.63,5.0,36.4,0,22.0
2025-12-08 10:32:27.475937,132.72,7.95,3269,108.83,6.52,37.9,0,19.5
2025-12-08 11:32:27.475937,133.42,7.01,2855,109.4,5.75,37.5,0,22.5
2025-12-08 12:32:27.475937,136.76,9.85,3182,112.14,8.08,40.3,0,22.3
2025-12-08 13:32:27.475937,132.82,9.57,3491,108.91,7.85,38.2,0,22.1
2025-12-08 14:32:27.475937,135.61,7.99,3038,111.2,6.55,39.6,0,18.9
2025-12-08 15:32:27.475937,132.69,4.39,2551,108.8,3.6,36.2,0,20.9
2025-12-08 16:32:27.475937,132.28,2.9,2981,108.47,2.38,37.1,0,23.5
2025-12-08 17:32:27.475937,129.2,0.0,3276,105.94,0.0,34.9,0,16.1
2025-12-08 18:32:27.475937,128.04,0.0,3217,104.99,0.0,33.0,0,21.1
2025-12-08 19:32:27.475937,35.03,0.0,662,28.72,0.0,31.1,0,49.0
2025-12-08 20:32:27.475937,34.27,0.0,381,28.1,0.0,30.8,0,42.7
2025-12-08 21:32:27.475937,32.21,0.0,533,26.41,0.0,30.1,0,43.3
2025-12-08 22:32:27.475937,32.24,0.0,649,26.44,0.0,29.9,0,41.9
2025-12-08 23:32:27.475937,30.3,0.0,466,24.84,0.0,29.5,0,46.0
2025-12-09 00:32:27.475937,31.89,0.0,565,26.15,0.0,29.3,0,38.2
2025-12-09 01:32:27.475937,30.4,0.0,399,24.92,0.0,28.3,0,41.5
2025-12-09 02:32:27.475937,32.97,0.0,626,27.04,0.0,29.2,0,35.7
2025-12-09 03:32:27.475937,33.03,0.0,624,27.08,0.0,30.8,0,50.5
2025-12-09 04:32:27.475937,32.08,0.0,555,26.3,0.0,29.7,0,41.5
2025-12-09 05:32:27.475937,36.41,0.0,470,29.85,0.0,33.2,0,42.5
2025-12-09 06:32:27.475937,38.04,0.0,492,31.2,0.0,34.2,0,38.9
2025-12-09 07:32:27.475937,39.01,0.0,579,31.99,0.0,34.1,0,40.4
2025-12-09 08:32:27.475937,130.16,2.91,2709,106.73,2.39,35.7,0,17.5
2025-12-09 09:32:27.475937,131.77,4.94,3334,108.05,4.05,37.0,0,19.9
2025-12-09 10:32:27.475937,130.75,7.41,2927,107.22,6.08,36.6,0,27.4
2025-12-09 11:32:27.475937,133.85,7.98,2700,109.76,6.54,37.6,0,22.8
2025-12-09 12:32:27.475937,135.41,7.77,2658,111.03,6.37,39.7,0,23.0
2025-12-09 13:32:27.475937,135.69,8.21,3075,111.26,6.73,39.3,0,27.2
2025-12-09 14:32:27.475937,134.01,6.53,2428,109.89,5.35,38.8,0,23.1
2025-12-09 15:32:27.475937,137.16,4.79,2504,112.47,3.93,39.7,0,17.1
2025-12-09 16:32:27.475937,129.56,3.02,3513,106.24,2.48,35.9,0,17.6
2025-12-09 17:32:27.475937,131.13,0.0,2972,107.52,0.0,36.8,0,16.4
2025-12-09 18:32:27.475937,127.83,0.0,2749,104.82,0.0,33.9,0,18.8
2025-12-09 19:32:27.475937,36.49,0.0,523,29.93,0.0,33.0,0,42.8
2025-12-09 20:32:27.475937,33.47,0.0,441,27.44,0.0,31.5,0,45.1
2025-12-09 21:32:27.475937,34.19,0.0,420,28.04,0.0,30.7,0,49.3
2025-12-09 22:32:27.475937,32.4,0.0,545,26.57,0.0,30.6,0,42.2
2025-12-09 23:32:27.475937,32.14,0.0,416,26.36,0.0,29.6,0,43.3
2025-12-10 00:32:27.475937,33.1,0.0,686,27.14,0.0,30.2,0,35.9
2025-12-10 01:32:27.475937,31.03,0.0,458,25.45,0.0,28.9,0,39.1
2025-12-10 02:32:27.475937,31.86,0.0,368,26.13,0.0,30.1,0,42.9
2025-12-10 03:32:27.475937,37.29,0.0,527,30.58,0.0,33.5,0,39.9
2025-12-10 04:32:27.475937,35.01,0.0,515,28.71,0.0,31.2,0,43.2
2025-12-10 05:32:27.475937,37.76,0.0,409,30.96,0.0,34.4,0,36.0
2025-12-10 06:32:27.475937,35.44,0.0,493,29.06,0.0,32.0,0,40.4
2025-12-10 07:32:27.475937,42.72,0.0,559,35.03,0.0,36.3,0,37.1
2025-12-10 08:32:27.475937,131.72,2.53,2970,108.01,2.07,36.9,0,17.8
2025-12-10 09:32:27.475937,131.24,5.76,2663,107.61,4.72,36.3,0,16.3
2025-12-10 10:32:27.475937,132.77,7.78,2961,108.87,6.38,37.7,0,15.7
2025-12-10 11:32:27.475937,132.68,8.95,2864,108.8,7.34,37.6,0,22.3
2025-12-10 12:32:27.475937,134.99,8.5,2542,110.69,6.97,39.5,0,20.6
2025-12-10 13:32:27.475937,135.95,7.6,3212,111.48,6.23,40.1,0,25.3
2025-12-10 14:32:27.475937,132.46,6.94,2633,108.62,5.69,38.0,0,19.8
2025-12-10 15:32:27.475937,131.88,5.24,3190,108.14,4.3,37.7,0,23.8
2025-12-10 16:32:27.475937,132.51,2.6,3320,108.66,2.13,37.0,0,20.1
2025-12-10 17:32:27.475937,130.05,0.0,2934,106.64,0.0,36.1,0,17.1
2025-12-10 18:32:27.475937,125.13,0.0,3253,102.61,0.0,32.9,0,13.2
2025-12-10 19:32:27.475937,33.74,0.0,436,27.67,0.0,30.7,0,40.4
2025-12-10 20:32:27.475937,35.84,0.0,654,29.39,0.0,31.8,0,43.4
2025-12-10 21:32:27.475937,37.47,0.0,539,30.73,0.0,33.4,0,40.7
2025-12-10 22:32:27.475937,27.65,0.0,487,22.67,0.0,27.8,0,44.5
2025-12-10 23:32:27.475937,34.37,0.0,445,28.18,0.0,30.8,0,42.6
2025-12-11 00:32:27.475937,28.28,0.0,590,23.19,0.0,26.8,0,39.3
2025-12-11 01:32:27.475937,29.16,0.0,451,23.91,0.0,27.6,0,46.0
2025-12-11 02:32:27.475937,31.03,0.0,615,25.45,0.0,29.3,0,46.8
2025-12-11 03:32:27.475937,31.44,0.0,429,25.78,0.0,29.8,0,44.0
2025-12-11 04:32:27.475937,32.22,0.0,497,26.42,0.0,30.1,0,46.5
2025-12-11 05:32:27.475937,37.86,0.0,471,31.05,0.0,33.5,0,38.5
2025-12-11 06:32:27.475937,40.87,0.0,391,33.51,0.0,35.5,0,41.7
2025-12-11 07:32:27.475937,40.26,0.0,471,33.01,0.0,35.6,0,37.6
2025-12-11 08:32:27.475937,131.12,2.69,2825,107.52,2.21,36.7,0,20.5
2025-12-11 09:32:27.475937,133.34,4.81,2903,109.34,3.94,38.0,0,21.9
2025-12-11 10:32:27.475937,133.8,7.97,3161,109.71,6.54,39.0,0,19.7
2025-12-11 11:32:27.475937,133.06,7.58,3062,109.11,6.22,38.0,0,28.1
2025-12-11 12:32:27.475937,132.88,9.57,2906,108.96,7.85,38.3,0,20.9
2025-12-11 13:32:27.475937,134.79,8.55,3005,110.52,7.01,39.9,0,22.3
2025-12-11 14:32:27.475937,133.5,6.13,3216,109.47,5.03,38.4,0,16.4
2025-12-11 15:32:27.475937,132.91,5.47,2691,108.98,4.49,37.9,0,21.4
2025-12-11 16:32:27.475937,132.14,3.02,2475,108.36,2.48,37.6,0,21.6
2025-12-11 17:32:27.475937,131.02,0.0,2605,107.43,0.0,36.8,0,21.3
2025-12-11 18:32:27.475937,123.8,0.0,3058,101.51,0.0,31.5,0,18.0
2025-12-11 19:32:27.475937,34.03,0.0,438,27.91,0.0,31.2,0,43.1
2025-12-11 20:32:27.475937,31.63,0.0,477,25.94,0.0,29.6,0,44.9
2025-12-11 21:32:27.475937,30.83,0.0,508,25.28,0.0,28.5,0,36.7
2025-12-11 22:32:27.475937,35.96,0.0,567,29.49,0.0,31.9,0,38.4
2025-12-11 23:32:27.475937,32.78,0.0,427,26.88,0.0,30.1,0,42.2
2025-12-12 00:32:27.475937,32.63,0.0,414,26.75,0.0,29.3,0,45.4
2025-12-12 01:32:27.475937,33.56,0.0,486,27.52,0.0,30.5,0,40.6
2025-12-12 02:32:27.475937,28.58,0.0,425,23.44,0.0,27.1,0,43.2
2025-12-12 03:32:27.475937,32.06,0.0,652,26.29,0.0,30.4,0,45.3
2025-12-12 04:32:27.475937,34.6,0.0,743,28.37,0.0,29.9,0,43.3
2025-12-12 05:32:27.475937,31.83,0.0,535,26.1,0.0,30.2,0,44.7
2025-12-12 06:32:27.475937,39.98,0.0,451,32.78,0.0,35.1,0,38.4
2025-12-12 07:32:27.475937,37.28,0.0,388,30.57,0.0,33.9,0,40.2
2025-12-12 08:32:27.475937,130.1,2.69,3101,106.68,2.21,35.7,0,19.1
2025-12-12 09:32:27.475937,134.49,4.84,2835,110.28,3.97,38.5,0,18.9
2025-12-12 10:32:27.475937,134.75,8.29,3767,110.49,6.8,39.3,0,21.1
2025-12-12 11:32:27.475937,133.83,8.27,2771,109.74,6.78,38.6,0,20.4
2025-12-12 12:32:27.475937,135.31,8.52,2819,110.95,6.99,39.2,0,19.2
2025-12-12 13:32:27.475937,134.35,7.2,2745,110.17,5.9,38.1,0,24.8
2025-12-12 14:32:27.475937,133.26,8.18,2653,109.27,6.71,37.4,0,24.6
2025-12-12 15:32:27.475937,130.34,5.78,3440,106.88,4.74,36.2,0,22.5
2025-12-12 16:32:27.475937,130.92,2.87,3095,107.36,2.35,35.7,0,20.6
2025-12-12 17:32:27.475937,126.65,0.0,2896,103.85,0.0,32.8,0,13.9
2025-12-12 18:32:27.475937,128.73,0.0,2958,105.56,0.0,35.4,0,12.8
2025-12-12 19:32:27.475937,34.54,0.0,413,28.32,0.0,31.6,0,31.9
2025-12-12 20:32:27.475937,33.83,0.0,453,27.74,0.0,31.1,0,42.2
2025-12-12 21:32:27.475937,33.68,0.0,441,27.62,0.0,30.3,0,49.1
2025-12-12 22:32:27.475937,31.35,0.0,700,25.71,0.0,29.0,0,44.6
2025-12-12 23:32:27.475937,28.94,0.0,389,23.73,0.0,27.2,0,41.4
2025-12-13 00:32:27.475937,27.92,0.0,721,22.89,0.0,27.7,1,42.3
2025-12-13 01:32:27.475937,29.83,0.0,854,24.46,0.0,29.4,1,43.0
2025-12-13 02:32:27.475937,25.25,0.0,693,20.7,0.0,26.8,1,46.5
2025-12-13 03:32:27.475937,34.75,0.0,856,28.49,0.0,32.4,1,38.8
2025-12-13 04:32:27.475937,30.67,0.0,808,25.15,0.0,29.3,1,41.3
2025-12-13 05:32:27.475937,35.16,0.0,923,28.83,0.0,33.7,1,43.1
2025-12-13 06:32:27.475937,37.87,0.0,752,31.05,0.0,34.8,1,40.2
2025-12-13 07:32:27.475937,37.62,0.0,622,30.85,0.0,34.6,1,38.8
2025-12-13 08:32:27.475937,38.87,3.11,839,31.87,2.55,35.7,1,48.9
2025-12-13 09:32:27.475937,39.9,4.95,973,32.72,4.06,37.2,1,50.6
2025-12-13 10:32:27.475937,42.29,8.03,853,34.68,6.58,37.7,1,65.8
2025-12-13 11:32:27.475937,43.52,7.48,756,35.68,6.13,38.6,1,50.9
2025-12-13 12:32:27.475937,40.51,9.18,803,33.22,7.53,36.8,1,64.0
2025-12-13 13:32:27.475937,44.5,9.81,991,36.49,8.04,40.1,1,60.0
2025-12-13 14:32:27.475937,41.73,8.24,737,34.22,6.76,38.7,1,58.8
2025-12-13 15:32:27.475937,41.41,4.58,767,33.95,3.76,36.7,1,54.7
2025-12-13 16:32:27.475937,42.38,2.49,560,34.75,2.04,38.8,1,50.6
2025-12-13 17:32:27.475937,38.28,0.0,874,31.39,0.0,36.1,1,43.6
2025-12-13 18:32:27.475937,34.13,0.0,799,27.99,0.0,33.3,1,37.7
2025-12-13 19:32:27.475937,31.5,0.0,821,25.83,0.0,30.2,1,39.3
2025-12-13 20:32:27.475937,33.54,0.0,766,27.5,0.0,31.1,1,45.0
2025-12-13 21:32:27.475937,26.13,0.0,690,21.43,0.0,27.9,1,41.5
2025-12-13 22:32:27.475937,27.79,0.0,813,22.79,0.0,28.2,1,38.1
2025-12-13 23:32:27.475937,29.32,0.0,739,24.04,0.0,29.8,1,46.7
2025-12-14 00:32:27.475937,26.63,0.0,739,21.84,0.0,27.0,1,48.5
2025-12-14 01:32:27.475937,25.67,0.0,843,21.05,0.0,27.2,1,41.6
2025-12-14 02:32:27.475937,27.63,0.0,883,22.65,0.0,28.4,1,44.9
2025-12-14 03:32:27.475937,32.59,0.0,706,26.73,0.0,31.1,1,45.1
2025-12-14 04:32:27.475937,31.61,0.0,678,25.92,0.0,31.5,1,42.0
2025-12-14 05:32:27.475937,33.77,0.0,882,27.69,0.0,31.3,1,40.4
2025-12-14 06:32:27.475937,31.91,0.0,696,26.16,0.0,30.6,1,49.2
2025-12-14 07:32:27.475937,38.2,0.0,702,31.33,0.0,35.2,1,39.4
2025-12-14 08:32:27.475937,38.17,4.47,670,31.3,3.67,35.0,1,55.0
2025-12-14 09:32:27.475937,37.66,5.51,981,30.88,4.52,36.1,1,56.8
2025-12-14 10:32:27.475937,39.84,6.53,835,32.67,5.35,35.7,1,59.1
2025-12-14 11:32:27.475937,42.72,9.74,835,35.03,7.99,39.8,1,61.9
2025-12-14 12:32:27.475937,37.99,8.07,681,31.15,6.62,36.3,1,62.3
2025-12-14 13:32:27.475937,44.68,8.62,862,36.64,7.07,40.1,1,57.9
2025-12-14 14:32:27.475937,41.67,8.23,717,34.17,6.75,37.9,1,60.4
2025-12-14 15:32:27.475937,39.28,4.65,770,32.21,3.81,36.4,1,48.1
2025-12-14 16:32:27.475937,42.0,2.34,926,34.44,1.92,37.7,1,43.5
2025-12-14 17:32:27.475937,36.42,0.0,747,29.86,0.0,34.4,1,38.8
2025-12-14 18:32:27.475937,34.19,0.0,838,28.04,0.0,33.2,1,44.5
2025-12-14 19:32:27.475937,34.69,0.0,600,28.45,0.0,32.7,1,40.2
2025-12-14 20:32:27.475937,30.61,0.0,746,25.1,0.0,31.5,1,42.2
2025-12-14 21:32:27.475937,30.19,0.0,848,24.75,0.0,30.0,1,43.7
2025-12-14 22:32:27.475937,27.35,0.0,819,22.43,0.0,27.7,1,46.4
2025-12-14 23:32:27.475937,27.0,0.0,681,22.14,0.0,28.2,1,44.8
2025-12-15 00:32:27.475937,28.54,0.0,535,23.4,0.0,27.2,0,42.1
2025-12-15 01:32:27.475937,32.1,0.0,514,26.32,0.0,29.6,0,36.1
2025-12-15 02:32:27.475937,31.24,0.0,465,25.61,0.0,28.7,0,45.9
2025-12-15 03:32:27.475937,33.57,0.0,551,27.53,0.0,31.1,0,36.0
2025-12-15 04:32:27.475937,36.08,0.0,594,29.58,0.0,32.5,0,41.0
2025-12-15 05:32:27.475937,29.79,0.0,511,24.43,0.0,28.6,0,44.3
2025-12-15 06:32:27.475937,36.26,0.0,614,29.73,0.0,32.5,0,39.3
2025-12-15 07:32:27.475937,37.75,0.0,467,30.96,0.0,32.5,0,40.1
2025-12-15 08:32:27.475937,126.8,3.55,3224,103.97,2.91,33.1,0,22.6
2025-12-15 09:32:27.475937,133.07,4.85,2542,109.12,3.98,38.0,0,18.3
2025-12-15 10:32:27.475937,130.02,8.09,2711,106.62,6.63,35.8,0,31.1
2025-12-15 11:32:27.475937,129.05,9.23,2852,105.82,7.57,35.7,0,23.8
2025-12-15 12:32:27.475937,132.92,10.27,3587,109.0,8.42,37.4,0,17.3
2025-12-15 13:32:27.475937,136.02,7.68,3082,111.54,6.3,39.5,0,24.2
2025-12-15 14:32:27.475937,133.11,6.1,3699,109.15,5.0,37.0,0,22.3
2025-12-15 15:32:27.475937,132.02,5.59,2952,108.26,4.58,36.6,0,17.5
2025-12-15 16:32:27.475937,132.05,3.03,2993,108.28,2.48,37.0,0,22.4
2025-12-15 17:32:27.475937,128.88,0.0,3063,105.68,0.0,33.4,0,16.8
2025-12-15 18:32:27.475937,125.4,0.0,2331,102.83,0.0,32.7,0,18.2
2025-12-15 19:32:27.475937,33.16,0.0,476,27.19,0.0,30.1,0,42.4
2025-12-15 20:32:27.475937,31.52,0.0,521,25.85,0.0,29.9,0,44.9
2025-12-15 21:32:27.475937,29.0,0.0,612,23.78,0.0,28.0,0,41.2
2025-12-15 22:32:27.475937,32.04,0.0,549,26.27,0.0,29.3,0,46.4
2025-12-15 23:32:27.475937,33.86,0.0,640,27.77,0.0,30.1,0,43.1
2025-12-16 00:32:27.475937,25.67,0.0,527,21.05,0.0,25.9,0,46.7
2025-12-16 01:32:27.475937,31.49,0.0,485,25.82,0.0,29.0,0,45.5
2025-12-16 02:32:27.475937,28.81,0.0,536,23.62,0.0,27.5,0,36.3
2025-12-16 03:32:27.475937,33.93,0.0,531,27.82,0.0,29.8,0,45.9
2025-12-16 04:32:27.475937,30.14,0.0,545,24.71,0.0,29.1,0,44.4
2025-12-16 05:32:27.475937,34.14,0.0,628,27.99,0.0,31.1,0,39.6
2025-12-16 06:32:27.475937,39.09,0.0,526,32.06,0.0,33.7,0,39.0
2025-12-16 07:32:27.475937,37.32,0.0,615,30.61,0.0,33.5,0,43.1
2025-12-16 08:32:27.475937,130.89,3.15,2702,107.33,2.58,35.4,0,17.0
2025-12-16 09:32:27.475937,133.25,4.47,2649,109.26,3.67,38.0,0,22.4
2025-12-16 10:32:27.475937,129.43,7.59,3051,106.13,6.22,35.6,0,24.1
2025-12-16 11:32:27.475937,129.91,9.53,2875,106.53,7.81,35.7,0,26.2
2025-12-16 12:32:27.475937,136.33,9.9,2440,111.79,8.12,40.2,0,19.7
2025-12-16 13:32:27.475937,130.37,8.83,2948,106.91,7.24,36.6,0,20.8
2025-12-16 14:32:27.475937,131.49,7.08,3099,107.82,5.81,36.3,0,23.8
2025-12-16 15:32:27.475937,129.76,4.64,2755,106.4,3.8,35.4,0,21.4
2025-12-16 16:32:27.475937,130.87,2.42,3130,107.32,1.98,35.7,0,21.0
2025-12-16 17:32:27.475937,128.18,0.0,2789,105.11,0.0,34.2,0,15.2
2025-12-16 18:32:27.475937,123.52,0.0,2699,101.29,0.0,32.1,0,19.5
2025-12-16 19:32:27.475937,33.39,0.0,550,27.38,0.0,30.8,0,44.3
2025-12-16 20:32:27.475937,30.54,0.0,422,25.05,0.0,29.3,0,37.0
2025-12-16 21:32:27.475937,31.23,0.0,674,25.61,0.0,29.0,0,43.7
2025-12-16 22:32:27.475937,32.37,0.0,499,26.55,0.0,29.8,0,41.4
2025-12-16 23:32:27.475937,31.27,0.0,580,25.64,0.0,28.8,0,44.7
2025-12-17 00:32:27.475937,28.24,0.0,529,23.16,0.0,27.1,0,39.7
2025-12-17 01:32:27.475937,26.58,0.0,497,21.79,0.0,26.4,0,47.4
2025-12-17 02:32:27.475937,30.27,0.0,387,24.82,0.0,28.4,0,41.9
2025-12-17 03:32:27.475937,30.14,0.0,433,24.71,0.0,28.9,0,40.1
2025-12-17 04:32:27.475937,32.25,0.0,605,26.45,0.0,30.5,0,40.0
2025-12-17 05:32:27.475937,33.19,0.0,704,27.21,0.0,30.3,0,43.6
2025-12-17 06:32:27.475937,36.98,0.0,470,30.32,0.0,32.9,0,38.2
2025-12-17 07:32:27.475937,34.83,0.0,425,28.56,0.0,32.4,0,39.7
2025-12-17 08:32:27.475937,131.47,2.51,2984,107.81,2.06,35.8,0,21.1
2025-12-17 09:32:27.475937,130.37,4.62,2862,106.9,3.79,36.5,0,23.1
2025-12-17 10:32:27.475937,133.05,8.02,2965,109.1,6.58,36.7,0,23.9
2025-12-17 11:32:27.475937,134.2,9.22,2913,110.04,7.56,38.8,0,21.5
2025-12-17 12:32:27.475937,136.08,8.77,2438,111.58,7.19,40.2,0,22.8
2025-12-17 13:32:27.475937,134.93,8.57,2695,110.64,7.03,39.4,0,19.1
2025-12-17 14:32:27.475937,134.72,7.27,3019,110.47,5.96,38.0,0,27.6
2025-12-17 15:32:27.475937,130.37,4.92,2899,106.9,4.03,35.9,0,16.0
2025-12-17 16:32:27.475937,129.8,2.93,3193,106.44,2.4,36.1,0,19.0
2025-12-17 17:32:27.475937,126.85,0.0,3560,104.02,0.0,33.0,0,14.7
2025-12-17 18:32:27.475937,125.01,0.0,3205,102.5,0.0,33.4,0,20.5
2025-12-17 19:32:27.475937,32.3,0.0,494,26.49,0.0,30.1,0,45.0
2025-12-17 20:32:27.475937,32.1,0.0,509,26.32,0.0,29.9,0,38.7
2025-12-17 21:32:27.475937,30.19,0.0,279,24.76,0.0,28.2,0,48.1
2025-12-17 22:32:27.475937,28.24,0.0,559,23.16,0.0,27.0,0,44.2
2025-12-17 23:32:27.475937,27.0,0.0,424,22.14,0.0,26.6,0,40.8
2025-12-18 00:32:27.475937,26.6,0.0,518,21.81,0.0,25.4,0,44.7
2025-12-18 01:32:27.475937,26.23,0.0,480,21.51,0.0,25.6,0,40.1
2025-12-18 02:32:27.475937,30.36,0.0,606,24.9,0.0,28.8,0,42.7
