timestamp,energy_kwh,bandwidth_mbps,footfall,aqi,aqi_category,event_attendance,is_weekend
2025-12-20 06:27:03.135504,32.09,220.0,101,66,Moderate,0,1
2025-12-20 07:27:03.135504,32.82,193.4,94,75,Moderate,0,1
2025-12-20 08:27:03.135504,35.35,250.2,114,119,Unhealthy-SG,0,1
2025-12-20 09:27:03.135504,36.09,160.8,105,94,Moderate,0,1
2025-12-20 10:27:03.135504,41.82,202.3,496,109,Unhealthy-SG,0,1
2025-12-20 11:27:03.135504,40.0,233.6,457,90,Moderate,0,1
2025-12-20 12:27:03.135504,35.99,166.8,591,110,Unhealthy-SG,0,1
2025-12-20 13:27:03.135504,38.08,190.5,521,100,Moderate,0,1
2025-12-20 14:27:03.135504,36.67,209.6,450,85,Moderate,0,1
2025-12-20 15:27:03.135504,40.77,152.2,563,83,Moderate,0,1
2025-12-20 16:27:03.135504,30.21,191.1,557,98,Moderate,0,1
2025-12-20 17:27:03.135504,28.88,173.3,102,106,Unhealthy-SG,0,1
2025-12-20 18:27:03.135504,32.8,274.0,109,112,Unhealthy-SG,279,1
2025-12-20 19:27:03.135504,24.28,211.0,99,94,Moderate,183,1
2025-12-20 20:27:03.135504,24.58,206.8,105,77,Moderate,258,1
2025-12-20 21:27:03.135504,17.49,243.8,96,71,Moderate,208,1
2025-12-20 22:27:03.135504,22.89,203.2,94,69,Moderate,0,1
2025-12-20 23:27:03.135504,19.53,222.9,103,63,Moderate,0,1
2025-12-21 00:27:03.135504,18.56,198.3,99,51,Moderate,0,1
2025-12-21 01:27:03.135504,23.14,220.6,110,66,Moderate,0,1
2025-12-21 02:27:03.135504,21.11,222.0,97,70,Moderate,0,1
2025-12-21 03:27:03.135504,17.97,224.0,102,58,Moderate,0,1
2025-12-21 04:27:03.135504,20.19,190.1,105,67,Moderate,0,1
2025-12-21 05:27:03.135504,15.55,189.2,106,66,Moderate,0,1
2025-12-21 06:27:03.135504,28.93,188.1,119,54,Moderate,0,1
2025-12-21 07:27:03.135504,34.82,186.1,99,86,Moderate,0,1
2025-12-21 08:27:03.135504,35.37,201.4,98,104,Unhealthy-SG,0,1
2025-12-21 09:27:03.135504,37.53,221.5,90,109,Unhealthy-SG,0,1
2025-12-21 10:27:03.135504,36.26,146.3,506,121,Unhealthy-SG,0,1
2025-12-21 11:27:03.135504,39.85,176.7,531,92,Moderate,0,1
2025-12-21 12:27:03.135504,35.83,190.1,461,91,Moderate,0,1
2025-12-21 13:27:03.135504,36.89,186.7,483,81,Moderate,0,1
2025-12-21 14:27:03.135504,35.99,209.5,428,90,Moderate,0,1
2025-12-21 15:27:03.135504,37.99,204.1,439,88,Moderate,0,1
2025-12-21 16:27:03.135504,35.42,123.3,584,96,Moderate,0,1
2025-12-21 17:27:03.135504,33.06,181.3,92,98,Moderate,0,1
2025-12-21 18:27:03.135504,34.64,201.8,111,102,Unhealthy-SG,0,1
2025-12-21 19:27:03.135504,19.9,175.6,110,106,Unhealthy-SG,0,1
2025-12-21 20:27:03.135504,18.94,230.5,91,92,Moderate,0,1
2025-12-21 21:27:03.135504,23.66,231.1,95,77,Moderate,0,1
2025-12-21 22:27:03.135504,20.81,215.4,112,69,Moderate,0,1
2025-12-21 23:27:03.135504,20.11,206.9,107,57,Moderate,0,1
2025-12-22 00:27:03.135504,25.46,146.9,192,58,Moderate,0,0
2025-12-22 01:27:03.135504,29.55,140.3,188,48,Good,0,0
2025-12-22 02:27:03.135504,20.89,161.2,234,60,Moderate,0,0
2025-12-22 03:27:03.135504,20.24,143.0,184,72,Moderate,0,0
2025-12-22 04:27:03.135504,22.74,170.6,216,83,Moderate,0,0
2025-12-22 05:27:03.135504,23.63,147.0,187,67,Moderate,0,0
2025-12-22 06:27:03.135504,24.38,143.4,205,83,Moderate,0,0
2025-12-22 07:27:03.135504,22.22,156.0,168,82,Moderate,0,0
2025-12-22 08:27:03.135504,71.8,111.0,3057,112,Unhealthy-SG,0,0
2025-12-22 09:27:03.135504,76.98,884.6,3008,103,Unhealthy-SG,0,0
2025-12-22 10:27:03.135504,84.38,831.2,3759,116,Unhealthy-SG,0,0
2025-12-22 11:27:03.135504,87.74,929.8,3478,84,Moderate,0,0
2025-12-22 12:27:03.135504,89.3,1019.2,4343,89,Moderate,0,0
2025-12-22 13:27:03.135504,94.71,1032.0,4197,95,Moderate,0,0
2025-12-22 14:27:03.135504,90.29,968.1,4081,104,Unhealthy-SG,0,0
2025-12-22 15:27:03.135504,88.82,978.1,4236,85,Moderate,0,0
2025-12-22 16:27:03.135504,81.26,929.8,3170,97,Moderate,0,0
2025-12-22 17:27:03.135504,67.66,742.3,3228,105,Unhealthy-SG,0,0
2025-12-22 18:27:03.135504,66.31,627.1,3142,107,Unhealthy-SG,0,0
2025-12-22 19:27:03.135504,20.55,639.3,1366,115,Unhealthy-SG,0,0
2025-12-22 20:27:03.135504,25.94,509.5,1597,69,Moderate,0,0
2025-12-22 21:27:03.135504,25.08,629.8,1359,79,Moderate,0,0
2025-12-22 22:27:03.135504,20.54,572.6,1637,66,Moderate,0,0
2025-12-22 23:27:03.135504,25.13,699.8,187,52,Moderate,0,0
2025-12-23 00:27:03.135504,25.14,132.4,229,69,Moderate,0,0
2025-12-23 01:27:03.135504,22.35,168.3,223,65,Moderate,0,0
2025-12-23 02:27:03.135504,28.67,157.4,179,72,Moderate,0,0
2025-12-23 03:27:03.135504,18.75,142.6,177,80,Moderate,0,0
2025-12-23 04:27:03.135504,21.89,155.2,205,60,Moderate,0,0
2025-12-23 05:27:03.135504,27.2,183.9,192,71,Moderate,0,0
2025-12-23 06:27:03.135504,18.94,147.3,187,66,Moderate,0,0
2025-12-23 07:27:03.135504,26.69,173.2,212,91,Moderate,0,0
2025-12-23 08:27:03.135504,67.31,148.2,2816,95,Moderate,0,0
2025-12-23 09:27:03.135504,75.91,738.8,3198,111,Unhealthy-SG,0,0
2025-12-23 10:27:03.135504,82.02,890.2,3367,115,Unhealthy-SG,0,0
2025-12-23 11:27:03.135504,82.9,998.5,4076,91,Moderate,0,0
2025-12-23 12:27:03.135504,90.1,1060.2,3786,88,Moderate,0,0
2025-12-23 13:27:03.135504,94.24,911.4,4479,92,Moderate,0,0
2025-12-23 14:27:03.135504,90.11,1061.1,4136,106,Unhealthy-SG,0,0
2025-12-23 15:27:03.135504,82.82,946.5,4290,95,Moderate,0,0
2025-12-23 16:27:03.135504,76.69,938.8,3434,93,Moderate,0,0
2025-12-23 17:27:03.135504,80.24,854.7,3584,109,Unhealthy-SG,0,0
2025-12-23 18:27:03.135504,72.84,588.5,2471,113,Unhealthy-SG,0,0
2025-12-23 19:27:03.135504,28.24,693.6,1385,102,Unhealthy-SG,0,0
2025-12-23 20:27:03.135504,22.95,601.0,1489,92,Moderate,0,0
2025-12-23 21:27:03.135504,28.57,562.3,1523,78,Moderate,0,0
2025-12-23 22:27:03.135504,23.56,529.2,1551,73,Moderate,0,0
2025-12-23 23:27:03.135504,29.19,596.3,218,59,Moderate,0,0
2025-12-24 00:27:03.135504,30.01,145.7,214,75,Moderate,0,0
2025-12-24 01:27:03.135504,30.61,165.6,203,75,Moderate,0,0
2025-12-24 02:27:03.135504,26.38,148.5,186,65,Moderate,0,0
2025-12-24 03:27:03.135504,23.32,142.5,197,59,Moderate,0,0
2025-12-24 04:27:03.135504,22.97,152.3,165,65,Moderate,0,0
2025-12-24 05:27:03.135504,30.56,180.6,167,73,Moderate,0,0
2025-12-24 06:27:03.135504,28.16,168.8,187,73,Moderate,0,0
2025-12-24 07:27:03.135504,33.55,186.1,208,76,Moderate,0,0
2025-12-24 08:27:03.135504,74.06,153.5,3225,92,Moderate,0,0
2025-12-24 09:27:03.135504,76.08,793.9,3161,107,Unhealthy-SG,0,0
2025-12-24 10:27:03.135504,78.95,982.1,3496,119,Unhealthy-SG,0,0
2025-12-24 11:27:03.135504,87.48,984.6,3990,97,Moderate,0,0
2025-12-24 12:27:03.135504,94.35,896.2,3741,88,Moderate,0,0
2025-12-24 13:27:03.135504,91.32,1028.8,4018,105,Unhealthy-SG,0,0
2025-12-24 14:27:03.135504,89.11,979.8,4220,87,Moderate,0,0
2025-12-24 15:27:03.135504,84.3,958.1,4051,92,Moderate,0,0
2025-12-24 16:27:03.135504,81.65,879.6,3563,83,Moderate,205,0
2025-12-24 17:27:03.135504,76.93,795.7,3517,110,Unhealthy-SG,194,0
2025-12-24 18:27:03.135504,70.2,584.2,3311,121,Unhealthy-SG,106,0
2025-12-24 19:27:03.135504,29.52,612.6,1435,103,Unhealthy-SG,136,0
2025-12-24 20:27:03.135504,28.02,611.6,1406,82,Moderate,0,0
2025-12-24 21:27:03.135504,19.31,609.1,1594,74,Moderate,0,0
2025-12-24 22:27:03.135504,22.53,537.7,1458,68,Moderate,0,0
2025-12-24 23:27:03.135504,26.85,623.4,198,71,Moderate,0,0
2025-12-25 00:27:03.135504,26.83,153.5,241,58,Moderate,0,0
2025-12-25 01:27:03.135504,25.38,162.4,203,64,Moderate,0,0
2025-12-25 02:27:03.135504,27.24,150.7,208,66,Moderate,0,0
2025-12-25 03:27:03.135504,25.67,126.3,220,61,Moderate,0,0
2025-12-25 04:27:03.135504,23.62,136.6,196,63,Moderate,0,0
2025-12-25 05:27:03.135504,29.68,131.1,182,56,Moderate,0,0
2025-12-25 06:27:03.135504,23.51,158.0,187,76,Moderate,0,0
2025-12-25 07:27:03.135504,26.24,165.1,191,71,Moderate,0,0
2025-12-25 08:27:03.135504,62.56,167.4,3157,108,Unhealthy-SG,0,0
2025-12-25 09:27:03.135504,72.22,713.3,2853,103,Unhealthy-SG,0,0
2025-12-25 10:27:03.135504,83.6,926.0,3596,131,Unhealthy-SG,0,0
2025-12-25 11:27:03.135504,80.23,888.2,3573,98,Moderate,0,0
2025-12-25 12:27:03.135504,92.0,993.2,3787,91,Moderate,0,0
2025-12-25 13:27:03.135504,92.32,1033.5,4129,98,Moderate,0,0
2025-12-25 14:27:03.135504,89.29,1064.5,4113,82,Moderate,0,0
2025-12-25 15:27:03.135504,85.04,971.3,3924,100,Moderate,0,0
2025-12-25 16:27:03.135504,82.14,922.9,3481,74,Moderate,0,0
2025-12-25 17:27:03.135504,75.81,751.4,3146,131,Unhealthy-SG,0,0
2025-12-25 18:27:03.135504,73.04,590.2,3489,108,Unhealthy-SG,0,0
2025-12-25 19:27:03.135504,23.92,625.5,1632,115,Unhealthy-SG,0,0
2025-12-25 20:27:03.135504,22.93,606.6,1291,85,Moderate,0,0
2025-12-25 21:27:03.135504,25.01,613.0,1505,77,Moderate,0,0
2025-12-25 22:27:03.135504,28.73,627.7,1588,75,Moderate,0,0
2025-12-25 23:27:03.135504,23.09,607.4,188,73,Moderate,0,0
2025-12-26 00:27:03.135504,28.52,169.4,210,61,Moderate,0,0
2025-12-26 01:27:03.135504,18.81,172.9,221,57,Moderate,0,0
2025-12-26 02:27:03.135504,27.06,106.0,206,62,Moderate,0,0
2025-12-26 03:27:03.135504,26.22,144.2,184,61,Moderate,0,0
2025-12-26 04:27:03.135504,19.58,147.0,197,71,Moderate,0,0
2025-12-26 05:27:03.135504,26.59,117.1,205,68,Moderate,0,0
2025-12-26 06:27:03.135504,28.53,165.2,213,73,Moderate,0,0
2025-12-26 07:27:03.135504,23.76,146.3,194,80,Moderate,0,0
2025-12-26 08:27:03.135504,69.83,182.3,2678,93,Moderate,0,0
2025-12-26 09:27:03.135504,76.9,782.2,3150,99,Moderate,0,0
2025-12-26 10:27:03.135504,82.42,960.9,3718,110,Unhealthy-SG,0,0
2025-12-26 11:27:03.135504,85.89,961.2,3513,85,Moderate,0,0
2025-12-26 12:27:03.135504,92.88,943.1,3774,95,Moderate,0,0
2025-12-26 13:27:03.135504,90.65,920.4,4412,102,Unhealthy-SG,0,0
2025-12-26 14:27:03.135504,87.29,1003.1,3542,99,Moderate,0,0
2025-12-26 15:27:03.135504,80.89,969.0,3477,85,Moderate,0,0
2025-12-26 16:27:03.135504,82.12,862.3,3295,103,Unhealthy-SG,102,0
2025-12-26 17:27:03.135504,75.66,740.3,3401,114,Unhealthy-SG,134,0
2025-12-26 18:27:03.135504,72.97,612.7,2902,104,Unhealthy-SG,253,0
2025-12-26 19:27:03.135504,24.47,604.2,1713,124,Unhealthy-SG,293,0
2025-12-26 20:27:03.135504,21.34,546.9,1566,74,Moderate,0,0
2025-12-26 21:27:03.135504,20.76,640.7,1446,77,Moderate,0,0
2025-12-26 22:27:03.135504,26.15,619.5,1364,75,Moderate,0,0
2025-12-26 23:27:03.135504,29.94,624.7,204,58,Moderate,0,0
2025-12-27 00:27:03.135504,22.54,267.7,116,71,Moderate,0,1
2025-12-27 01:27:03.135504,20.59,224.7,98,57,Moderate,0,1
2025-12-27 02:27:03.135504,15.5,216.9,111,61,Moderate,0,1
2025-12-27 03:27:03.135504,20.43,189.7,112,63,Moderate,0,1
2025-12-27 04:27:03.135504,15.74,260.9,100,57,Moderate,0,1
2025-12-27 05:27:03.135504,17.23,176.5,105,54,Moderate,0,1
2025-12-27 06:27:03.135504,31.14,219.8,99,80,Moderate,0,1
2025-12-27 07:27:03.135504,34.95,213.8,104,79,Moderate,0,1
2025-12-27 08:27:03.135504,36.87,177.5,100,92,Moderate,0,1
2025-12-27 09:27:03.135504,37.5,213.2,96,111,Unhealthy-SG,0,1
2025-12-27 10:27:03.135504,37.57,239.4,434,110,Unhealthy-SG,0,1
2025-12-27 11:27:03.135504,35.09,203.1,555,105,Unhealthy-SG,0,1
2025-12-27 12:27:03.135504,41.87,221.1,461,95,Moderate,0,1
2025-12-27 13:27:03.135504,36.95,191.9,525,86,Moderate,0,1
2025-12-27 14:27:03.135504,38.31,214.4,447,83,Moderate,0,1
2025-12-27 15:27:03.135504,43.61,205.8,499,96,Moderate,0,1
2025-12-27 16:27:03.135504,34.9,200.3,486,103,Unhealthy-SG,0,1
2025-12-27 17:27:03.135504,37.62,178.3,113,111,Unhealthy-SG,0,1
2025-12-27 18:27:03.135504,24.61,181.6,101,111,Unhealthy-SG,202,1
2025-12-27 19:27:03.135504,26.13,208.5,111,113,Unhealthy-SG,134,1
2025-12-27 20:27:03.135504,18.33,174.7,99,80,Moderate,144,1
2025-12-27 21:27:03.135504,15.42,203.7,102,75,Moderate,110,1
2025-12-27 22:27:03.135504,18.8,209.1,114,75,Moderate,0,1
2025-12-27 23:27:03.135504,22.23,182.3,95,73,Moderate,0,1
2025-12-28 00:27:03.135504,23.16,211.9,92,57,Moderate,0,1
2025-12-28 01:27:03.135504,17.22,198.1,106,60,Moderate,0,1
2025-12-28 02:27:03.135504,23.65,229.6,101,68,Moderate,0,1
2025-12-28 03:27:03.135504,18.73,240.3,91,73,Moderate,0,1
2025-12-28 04:27:03.135504,19.85,240.1,110,65,Moderate,0,1
2025-12-28 05:27:03.135504,24.14,185.3,95,62,Moderate,0,1
2025-12-28 06:27:03.135504,28.01,199.0,94,56,Moderate,0,1
2025-12-28 07:27:03.135504,36.82,172.3,97,93,Moderate,0,1
2025-12-28 08:27:03.135504,38.44,176.2,97,96,Moderate,0,1
2025-12-28 09:27:03.135504,30.93,190.4,99,108,Unhealthy-SG,0,1
2025-12-28 10:27:03.135504,35.41,199.2,521,111,Unhealthy-SG,0,1
2025-12-28 11:27:03.135504,38.85,204.9,437,95,Moderate,0,1
2025-12-28 12:27:03.135504,38.57,235.4,572,102,Unhealthy-SG,0,1
2025-12-28 13:27:03.135504,33.78,197.8,506,90,Moderate,0,1
2025-12-28 14:27:03.135504,37.76,181.1,513,92,Moderate,0,1
2025-12-28 15:27:03.135504,37.96,156.5,532,115,Unhealthy-SG,0,1
2025-12-28 16:27:03.135504,34.35,164.1,413,101,Unhealthy-SG,0,1
2025-12-28 17:27:03.135504,34.13,190.5,106,122,Unhealthy-SG,0,1
2025-12-28 18:27:03.135504,27.44,229.0,89,119,Unhealthy-SG,0,1
2025-12-28 19:27:03.135504,19.08,234.5,105,108,Unhealthy-SG,0,1
2025-12-28 20:27:03.135504,20.63,193.3,86,66,Moderate,0,1
2025-12-28 21:27:03.135504,16.6,251.5,96,64,Moderate,0,1
2025-12-28 22:27:03.135504,18.78,199.7,112,74,Moderate,0,1
2025-12-28 23:27:03.135504,19.4,179.0,98,60,Moderate,0,1
2025-12-29 00:27:03.135504,23.0,149.4,214,61,Moderate,0,0
2025-12-29 01:27:03.135504,25.31,173.9,202,55,Moderate,0,0
2025-12-29 02:27:03.135504,19.06,146.7,205,64,Moderate,0,0
2025-12-29 03:27:03.135504,25.54,146.2,214,68,Moderate,0,0
2025-12-29 04:27:03.135504,17.67,147.8,190,73,Moderate,0,0
2025-12-29 05:27:03.135504,18.9,144.7,212,65,Moderate,0,0
2025-12-29 06:27:03.135504,25.5,145.4,212,75,Moderate,0,0
2025-12-29 07:27:03.135504,19.54,125.2,211,62,Moderate,0,0
2025-12-29 08:27:03.135504,67.0,160.9,2849,95,Moderate,0,0
2025-12-29 09:27:03.135504,73.31,834.5,3097,105,Unhealthy-SG,0,0
2025-12-29 10:27:03.135504,80.48,934.5,3325,111,Unhealthy-SG,0,0
2025-12-29 11:27:03.135504,84.42,887.3,3832,84,Moderate,0,0
2025-12-29 12:27:03.135504,89.31,1016.8,4323,86,Moderate,0,0
2025-12-29 13:27:03.135504,87.17,1069.7,3718,99,Moderate,0,0
2025-12-29 14:27:03.135504,87.95,968.9,3916,96,Moderate,0,0
2025-12-29 15:27:03.135504,80.7,874.6,3595,95,Moderate,0,0
2025-12-29 16:27:03.135504,80.38,753.7,3247,105,Unhealthy-SG,0,0
2025-12-29 17:27:03.135504,79.37,869.6,3123,107,Unhealthy-SG,0,0
2025-12-29 18:27:03.135504,68.87,668.0,2994,120,Unhealthy-SG,0,0
2025-12-29 19:27:03.135504,24.3,619.2,1524,122,Unhealthy-SG,0,0
2025-12-29 20:27:03.135504,25.17,553.8,1446,82,Moderate,0,0
2025-12-29 21:27:03.135504,28.34,606.7,1309,86,Moderate,0,0
2025-12-29 22:27:03.135504,24.3,600.6,1437,75,Moderate,0,0
2025-12-29 23:27:03.135504,20.37,560.6,204,73,Moderate,0,0
2025-12-30 00:27:03.135504,22.93,173.1,225,65,Moderate,0,0
2025-12-30 01:27:03.135504,24.2,202.9,182,68,Moderate,0,0
2025-12-30 02:27:03.135504,26.85,159.9,184,59,Moderate,0,0
2025-12-30 03:27:03.135504,26.17,129.3,189,69,Moderate,0,0
2025-12-30 04:27:03.135504,22.67,155.5,188,60,Moderate,0,0
2025-12-30 05:27:03.135504,21.24,139.4,225,71,Moderate,0,0
2025-12-30 06:27:03.135504,21.27,144.5,213,79,Moderate,0,0
2025-12-30 07:27:03.135504,28.95,122.9,183,75,Moderate,0,0
2025-12-30 08:27:03.135504,68.64,140.1,3379,104,Unhealthy-SG,0,0
2025-12-30 09:27:03.135504,76.11,824.0,2922,105,Unhealthy-SG,0,0
2025-12-30 10:27:03.135504,86.9,871.8,3789,101,Unhealthy-SG,0,0
2025-12-30 11:27:03.135504,90.66,1033.1,3170,95,Moderate,0,0
2025-12-30 12:27:03.135504,91.46,1037.0,3999,94,Moderate,0,0
2025-12-30 13:27:03.135504,93.62,1031.7,3778,103,Unhealthy-SG,0,0
2025-12-30 14:27:03.135504,89.85,931.6,4261,94,Moderate,0,0
2025-12-30 15:27:03.135504,85.64,1007.5,4114,98,Moderate,0,0
2025-12-30 16:27:03.135504,82.34,837.7,3300,84,Moderate,0,0
2025-12-30 17:27:03.135504,80.95,843.8,2982,126,Unhealthy-SG,0,0
2025-12-30 18:27:03.135504,69.6,647.7,3028,109,Unhealthy-SG,0,0
2025-12-30 19:27:03.135504,30.11,614.4,1608,109,Unhealthy-SG,0,0
2025-12-30 20:27:03.135504,24.66,627.9,1698,59,Moderate,0,0
2025-12-30 21:27:03.135504,26.92,653.1,1487,82,Moderate,0,0
2025-12-30 22:27:03.135504,25.79,597.5,1376,84,Moderate,0,0
2025-12-30 23:27:03.135504,30.84,610.2,230,72,Moderate,0,0
2025-12-31 00:27:03.135504,25.23,140.1,190,75,Moderate,0,0
2025-12-31 01:27:03.135504,25.41,153.9,226,58,Moderate,0,0
2025-12-31 02:27:03.135504,26.68,152.7,181,69,Moderate,0,0
2025-12-31 03:27:03.135504,27.27,157.5,201,62,Moderate,0,0
2025-12-31 04:27:03.135504,20.58,175.4,198,62,Moderate,0,0
2025-12-31 05:27:03.135504,26.87,169.9,211,63,Moderate,0,0
2025-12-31 06:27:03.135504,27.27,146.8,201,50,Good,0,0
2025-12-31 07:27:03.135504,23.66,167.0,208,82,Moderate,0,0
2025-12-31 08:27:03.135504,73.61,123.5,3340,107,Unhealthy-SG,0,0
2025-12-31 09:27:03.135504,77.1,806.0,3542,98,Moderate,0,0
2025-12-31 10:27:03.135504,79.93,877.1,3667,108,Unhealthy-SG,0,0
2025-12-31 11:27:03.135504,89.85,951.0,3382,101,Unhealthy-SG,0,0
2025-12-31 12:27:03.135504,92.61,978.7,4195,103,Unhealthy-SG,0,0
2025-12-31 13:27:03.135504,92.32,967.9,4193,89,Moderate,0,0
2025-12-31 14:27:03.135504,87.77,970.3,3844,96,Moderate,0,0
2025-12-31 15:27:03.135504,87.96,981.0,4005,96,Moderate,0,0
2025-12-31 16:27:03.135504,81.56,869.3,3948,86,Moderate,162,0
2025-12-31 17:27:03.135504,76.51,942.3,3152,110,Unhealthy-SG,220,0
2025-12-31 18:27:03.135504,70.07,568.2,2863,108,Unhealthy-SG,204,0
2025-12-31 19:27:03.135504,20.87,639.3,1638,124,Unhealthy-SG,274,0
2025-12-31 20:27:03.135504,21.54,596.9,1624,82,Moderate,0,0
2025-12-31 21:27:03.135504,29.71,618.7,1291,73,Moderate,0,0
2025-12-31 22:27:03.135504,27.31,556.5,1402,83,Moderate,0,0
2025-12-31 23:27:03.135504,21.4,672.2,227,71,Moderate,0,0
2026-01-01 00:27:03.135504,17.21,141.4,189,66,Moderate,0,0
2026-01-01 01:27:03.135504,29.48,159.7,210,60,Moderate,0,0
2026-01-01 02:27:03.135504,28.68,179.5,178,76,Moderate,0,0
2026-01-01 03:27:03.135504,17.9,148.9,213,60,Moderate,0,0
2026-01-01 04:27:03.135504,24.88,135.0,205,68,Moderate,0,0
2026-01-01 05:27:03.135504,26.21,152.4,205,67,Moderate,0,0
2026-01-01 06:27:03.135504,26.35,136.1,204,59,Moderate,0,0
2026-01-01 07:27:03.135504,23.19,157.1,175,72,Moderate,0,0
2026-01-01 08:27:03.135504,71.11,164.5,2918,104,Unhealthy-SG,0,0
2026-01-01 09:27:03.135504,77.27,806.8,3526,97,Moderate,0,0
2026-01-01 10:27:03.135504,81.1,876.3,3655,105,Unhealthy-SG,0,0
2026-01-01 11:27:03.135504,89.41,1012.3,3741,98,Moderate,0,0
2026-01-01 12:27:03.135504,88.11,971.5,3750,95,Moderate,0,0
2026-01-01 13:27:03.135504,90.41,999.9,4340,93,Moderate,0,0
2026-01-01 14:27:03.135504,92.52,951.8,4168,98,Moderate,0,0
2026-01-01 15:27:03.135504,87.53,921.1,3877,92,Moderate,0,0
2026-01-01 16:27:03.135504,83.15,879.5,3419,83,Moderate,0,0
2026-01-01 17:27:03.135504,74.97,864.5,3307,127,Unhealthy-SG,0,0
2026-01-01 18:27:03.135504,73.4,545.8,2932,113,Unhealthy-SG,0,0
2026-01-01 19:27:03.135504,25.97,634.9,1392,102,Unhealthy-SG,0,0
2026-01-01 20:27:03.135504,27.46,656.6,1446,84,Moderate,0,0
2026-01-01 21:27:03.135504,31.61,662.8,1497,56,Moderate,0,0
2026-01-01 22:27:03.135504,24.92,547.1,1505,78,Moderate,0,0
2026-01-01 23:27:03.135504,22.95,567.4,206,63,Moderate,0,0
2026-01-02 00:27:03.135504,30.66,160.4,171,59,Moderate,0,0
2026-01-02 01:27:03.135504,20.57,140.1,232,66,Moderate,0,0
2026-01-02 02:27:03.135504,21.93,149.4,186,55,Moderate,0,0
2026-01-02 03:27:03.135504,24.34,186.2,157,80,Moderate,0,0
2026-01-02 04:27:03.135504,23.07,154.3,220,54,Moderate,0,0
2026-01-02 05:27:03.135504,23.13,151.8,220,59,Moderate,0,0
2026-01-02 06:27:03.135504,30.77,112.6,194,73,Moderate,0,0
2026-01-02 07:27:03.135504,25.23,168.2,221,70,Moderate,0,0
2026-01-02 08:27:03.135504,61.49,154.3,3115,107,Unhealthy-SG,0,0
2026-01-02 09:27:03.135504,77.0,830.8,3376,120,Unhealthy-SG,0,0
2026-01-02 10:27:03.135504,80.82,870.4,3108,118,Unhealthy-SG,0,0
2026-01-02 11:27:03.135504,84.99,959.4,3955,93,Moderate,0,0
2026-01-02 12:27:03.135504,88.26,1011.7,3931,85,Moderate,0,0
2026-01-02 13:27:03.135504,90.58,1004.9,4171,93,Moderate,0,0
2026-01-02 14:27:03.135504,88.93,1021.4,4219,86,Moderate,0,0
2026-01-02 15:27:03.135504,84.88,907.7,3910,95,Moderate,0,0
2026-01-02 16:27:03.135504,83.06,852.0,3634,94,Moderate,223,0
2026-01-02 17:27:03.135504,72.1,834.4,3539,116,Unhealthy-SG,248,0
2026-01-02 18:27:03.135504,69.19,604.6,2829,116,Unhealthy-SG,132,0
2026-01-02 19:27:03.135504,22.87,625.1,1393,98,Moderate,107,0
2026-01-02 20:27:03.135504,29.36,625.7,1371,82,Moderate,0,0
2026-01-02 21:27:03.135504,22.77,577.8,1554,67,Moderate,0,0
2026-01-02 22:27:03.135504,24.45,532.8,1353,63,Moderate,0,0
2026-01-02 23:27:03.135504,26.31,571.5,163,71,Moderate,0,0
2026-01-03 00:27:03.135504,19.79,162.3,97,53,Moderate,0,1
2026-01-03 01:27:03.135504,20.0,259.5,92,62,Moderate,0,1
2026-01-03 02:27:03.135504,15.0,234.0,92,68,Moderate,0,1
2026-01-03 03:27:03.135504,15.19,225.8,98,69,Moderate,0,1
2026-01-03 04:27:03.135504,15.0,196.4,105,70,Moderate,0,1
2026-01-03 05:27:03.135504,26.61,223.3,96,76,Moderate,0,1
2026-01-03 06:27:03.135504,30.81,223.5,99,68,Moderate,0,1
2026-01-03 07:27:03.135504,32.19,206.7,109,80,Moderate,0,1
2026-01-03 08:27:03.135504,35.33,214.1,101,115,Unhealthy-SG,0,1
2026-01-03 09:27:03.135504,37.58,175.4,83,108,Unhealthy-SG,0,1
2026-01-03 10:27:03.135504,41.43,212.2,431,109,Unhealthy-SG,0,1
2026-01-03 11:27:03.135504,39.65,201.2,437,100,Moderate,0,1
2026-01-03 12:27:03.135504,42.72,188.7,487,88,Moderate,0,1
2026-01-03 13:27:03.135504,35.66,213.2,489,92,Moderate,0,1
2026-01-03 14:27:03.135504,34.36,191.9,458,94,Moderate,0,1
2026-01-03 15:27:03.135504,39.93,213.5,527,86,Moderate,0,1
2026-01-03 16:27:03.135504,27.14,146.0,615,87,Moderate,0,1
2026-01-03 17:27:03.135504,34.71,148.8,96,105,Unhealthy-SG,0,1
2026-01-03 18:27:03.135504,27.95,198.9,89,95,Moderate,221,1
2026-01-03 19:27:03.135504,22.5,274.9,97,99,Moderate,274,1
2026-01-03 20:27:03.135504,17.53,165.5,110,74,Moderate,202,1
2026-01-03 21:27:03.135504,17.24,170.2,106,82,Moderate,100,1
2026-01-03 22:27:03.135504,20.85,227.4,91,82,Moderate,0,1
2026-01-03 23:27:03.135504,23.02,264.9,98,69,Moderate,0,1
2026-01-04 00:27:03.135504,23.7,221.7,109,75,Moderate,0,1
2026-01-04 01:27:03.135504,17.06,199.2,106,65,Moderate,0,1
2026-01-04 02:27:03.135504,17.48,213.0,108,68,Moderate,0,1
2026-01-04 03:27:03.135504,21.79,221.2,103,69,Moderate,0,1
2026-01-04 04:27:03.135504,15.72,251.4,115,67,Moderate,0,1
2026-01-04 05:27:03.135504,23.87,202.9,101,66,Moderate,0,1
